-56.79229202,-62.50481227
-56.78618164,-62.48818905
-56.78007239,-62.47155806
-56.77396427,-62.45491931
-56.76785729,-62.43827278
-56.76175145,-62.42161849
-56.75564673,-62.40495643
-56.74954315,-62.3882866
-56.74344071,-62.37160899
-56.73733939,-62.3549236
-56.73123921,-62.33823044
-56.72514016,-62.3215295
-56.71904224,-62.30482078
-56.71294545,-62.28810428
-56.7068498,-62.27138
-56.70075527,-62.25464793
-56.69466188,-62.23790808
-56.68856961,-62.22116043
-56.68247847,-62.204405
-56.67638847,-62.18764178
-56.67029959,-62.17087077
-56.67144313,-62.13235412
-56.67258618,-62.09379665
-56.67372874,-62.05519833
-56.67487082,-62.01655915
-56.67601241,-61.97787909
-56.67715352,-61.93915814
-56.67829414,-61.90039628
-56.67943428,-61.86159349
-56.68057394,-61.82274976
-56.68171311,-61.78386506
-56.68285179,-61.74493938
-56.68399,-61.70597272
-56.68512772,-61.66696504
-56.68626496,-61.62791633
-56.68740171,-61.58882658
-56.68853799,-61.54969577
-56.68967378,-61.51052388
-56.69080909,-61.47131091
-56.69194392,-61.43205682
-56.69307827,-61.39276161
-56.5784906,-61.37539927
-56.46392437,-61.35801268
-56.34937959,-61.34060181
-56.23485628,-61.32316666
-56.12035445,-61.30570719
-56.00587412,-61.2882234
-55.8914153,-61.27071525
-55.776978,-61.25318274
-55.66256224,-61.23562584
-55.54816802,-61.21804453
-55.43379538,-61.20043879
-55.31944431,-61.18280861
-55.20511484,-61.16515397
-55.09080697,-61.14747483
-54.97652072,-61.1297712
-54.86225611,-61.11204304
-54.74801314,-61.09429033
-54.63379183,-61.07651306
-54.5195922,-61.05871121
-54.40541426,-61.04088476
-54.39369883,-61.03704069
-54.38198389,-61.03319607
-54.37026942,-61.02935088
-54.35855543,-61.02550514
-54.34684193,-61.02165884
-54.3351289,-61.01781198
-54.32341635,-61.01396456
-54.31170429,-61.01011658
-54.2999927,-61.00626804
-54.28828159,-61.00241894
-54.27657096,-60.99856929
-54.26486081,-60.99471907
-54.25315115,-60.9908683
-54.24144196,-60.98701696
-54.22973325,-60.98316507
-54.21802502,-60.97931261
-54.20631727,-60.9754596
-54.19461,-60.97160603
-54.18290321,-60.96775189
-54.1711969,-60.9638972
-54.13116829,-60.9525667
-54.09114449,-60.94123084
-54.05112552,-60.92988962
-54.01111137,-60.91854303
-53.97110204,-60.90719107
-53.93109753,-60.89583375
-53.89109784,-60.88447106
-53.85110297,-60.873103
-53.81111292,-60.86172957
-53.77112769,-60.85035076
-53.73114728,-60.83896657
-53.69117169,-60.82757701
-53.65120092,-60.81618206
-53.61123497,-60.80478174
-53.57127384,-60.79337603
-53.53131753,-60.78196494
-53.49136604,-60.77054845
-53.45141938,-60.75912658
-53.41147753,-60.74769932
-53.3715405,-60.73626667
-53.34443448,-60.72173025
-53.31733261,-60.70718743
-53.29023491,-60.69263823
-53.26314136,-60.67808262
-53.23605196,-60.66352062
-53.20896672,-60.64895223
-53.18188563,-60.63437743
-53.1548087,-60.61979623
-53.12773592,-60.60520862
-53.10066729,-60.59061461
-53.07360282,-60.5760142
-53.04654249,-60.56140738
-53.01948631,-60.54679415
-52.99243429,-60.53217451
-52.96538641,-60.51754845
-52.93834268,-60.50291599
-52.91130309,-60.4882771
-52.88426766,-60.4736318
-52.85723637,-60.45898009
-52.83020922,-60.44432195
-52.80635702,-60.44956018
-52.78250352,-60.45479699
-52.75864871,-60.46003237
-52.73479259,-60.46526633
-52.71093517,-60.47049886
-52.68707643,-60.47572997
-52.6632164,-60.48095965
-52.63935505,-60.48618792
-52.6154924,-60.49141476
-52.59162844,-60.49664017
-52.56776318,-60.50186417
-52.54389661,-60.50708674
-52.52002874,-60.51230789
-52.49615955,-60.51752761
-52.47228907,-60.52274592
-52.44841727,-60.52796281
-52.42454417,-60.53317827
-52.40066977,-60.53839231
-52.37679406,-60.54360494
-52.35291704,-60.54881614
-52.32954545,-60.53992707
-52.30617604,-60.53103529
-52.28280881,-60.52214078
-52.25944376,-60.51324355
-52.23608089,-60.5043436
-52.2127202,-60.49544093
-52.18936169,-60.48653553
-52.16600536,-60.47762741
-52.1426512,-60.46871656
-52.11929923,-60.45980299
-52.09594943,-60.4508867
-52.07260181,-60.44196768
-52.04925637,-60.43304593
-52.02591311,-60.42412145
-52.00257202,-60.41519425
-51.97923311,-60.40626432
-51.95589638,-60.39733166
-51.93256183,-60.38839628
-51.90922946,-60.37945816
-51.88589926,-60.37051731
-51.86093456,-60.36642868
-51.83597092,-60.36233883
-51.81100835,-60.35824776
-51.78604685,-60.35415546
-51.76108641,-60.35006195
-51.73612703,-60.34596721
-51.71116872,-60.34187125
-51.68621148,-60.33777407
-51.66125531,-60.33367567
-51.6363002,-60.32957605
-51.61134615,-60.3254752
-51.58639318,-60.32137313
-51.56144127,-60.31726984
-51.53649042,-60.31316532
-51.51154065,-60.30905958
-51.48659194,-60.30495262
-51.4616443,-60.30084443
-51.43669772,-60.29673502
-51.41175222,-60.29262438
-51.38680778,-60.28851252
-51.37717162,-60.28673944
-51.36753564,-60.28496615
-51.35789983,-60.28319267
-51.34826421,-60.28141899
-51.33862876,-60.27964511
-51.32899349,-60.27787104
-51.31935839,-60.27609676
-51.30972348,-60.27432229
-51.30008874,-60.27254761
-51.29045418,-60.27077274
-51.2808198,-60.26899767
-51.2711856,-60.2672224
-51.26155157,-60.26544694
-51.25191773,-60.26367127
-51.24228406,-60.26189541
-51.23265057,-60.26011934
-51.22301725,-60.25834308
-51.21338412,-60.25656662
-51.20375116,-60.25478996
-51.19411838,-60.2530131
-51.18100222,-60.25157658
-51.16788626,-60.25013979
-51.1547705,-60.24870273
-51.14165493,-60.24726539
-51.12853956,-60.24582778
-51.11542438,-60.2443899
-51.1023094,-60.24295175
-51.08919461,-60.24151332
-51.07608002,-60.24007463
-51.06296563,-60.23863565
-51.04985144,-60.23719641
-51.03673744,-60.23575689
-51.02362363,-60.2343171
-51.01051002,-60.23287704
-50.99739661,-60.23143671
-50.9842834,-60.2299961
-50.97117038,-60.22855522
-50.95805756,-60.22711407
-50.94494493,-60.22567264
-50.9318325,-60.22423094
-50.91250457,-60.22268502
-50.89317695,-60.22113856
-50.87384964,-60.21959155
-50.85452264,-60.21804401
-50.83519595,-60.21649593
-50.81586957,-60.21494732
-50.7965435,-60.21339816
-50.77721774,-60.21184846
-50.7578923,-60.21029822
-50.73856716,-60.20874745
-50.71924234,-60.20719613
-50.69991783,-60.20564427
-50.68059363,-60.20409188
-50.66126974,-60.20253894
-50.64194616,-60.20098547
-50.62262289,-60.19943146
-50.60329994,-60.1978769
-50.5839773,-60.19632181
-50.56465497,-60.19476617
-50.54533295,-60.19321
-50.5201937,-60.19476383
-50.49505405,-60.19631679
-50.46991399,-60.19786888
-50.44477352,-60.1994201
-50.41963265,-60.20097044
-50.39449138,-60.20251992
-50.3693497,-60.20406852
-50.34420762,-60.20561625
-50.31906513,-60.20716311
-50.29392224,-60.20870911
-50.26877895,-60.21025423
-50.24363525,-60.21179848
-50.21849115,-60.21334185
-50.19334665,-60.21488436
-50.16820174,-60.216426
-50.14305643,-60.21796677
-50.11791072,-60.21950667
-50.09276461,-60.22104569
-50.0676181,-60.22258385
-50.04247118,-60.22412114
-50.00431646,-60.22327563
-49.96616207,-60.22242823
-49.92800802,-60.22157896
-49.8898543,-60.2207278
-49.85170093,-60.21987475
-49.81354789,-60.21901982
-49.77539519,-60.21816301
-49.73724283,-60.21730432
-49.69909081,-60.21644374
-49.66093914,-60.21558127
-49.6227878,-60.21471693
-49.58463681,-60.2138507
-49.54648616,-60.21298258
-49.50833586,-60.21211258
-49.4701859,-60.21124069
-49.43203629,-60.21036692
-49.39388702,-60.20949127
-49.3557381,-60.20861373
-49.31758953,-60.20773431
-49.27944131,-60.206853
-49.24468885,-60.20479972
-49.20993713,-60.20274479
-49.17518615,-60.2006882
-49.14043591,-60.19862995
-49.10568642,-60.19657005
-49.07093767,-60.19450849
-49.03618966,-60.19244528
-49.0014424,-60.19038041
-48.96669589,-60.18831389
-48.93195011,-60.18624571
-48.89720509,-60.18417587
-48.86246081,-60.18210438
-48.82771728,-60.18003123
-48.79297449,-60.17795642
-48.75823246,-60.17587995
-48.72349117,-60.17380183
-48.68875063,-60.17172205
-48.65401084,-60.16964061
-48.61927181,-60.16755752
-48.58453352,-60.16547276
-48.56913952,-60.1645108
-48.55374566,-60.16354852
-48.53835197,-60.16258591
-48.52295842,-60.16162297
-48.50756503,-60.1606597
-48.4921718,-60.15969611
-48.47677871,-60.15873219
-48.46138578,-60.15776794
-48.44599301,-60.15680336
-48.43060039,-60.15583846
-48.41520792,-60.15487323
-48.39981561,-60.15390767
-48.38442345,-60.15294178
-48.36903145,-60.15197556
-48.3536396,-60.15100902
-48.3382479,-60.15004215
-48.32285636,-60.14907495
-48.30746497,-60.14810743
-48.29207374,-60.14713957
-48.27668266,-60.14617139
-48.26900454,-60.14633629
-48.26132642,-60.14650111
-48.25364827,-60.14666586
-48.24597012,-60.14683052
-48.23829195,-60.14699512
-48.23061377,-60.14715963
-48.22293557,-60.14732407
-48.21525737,-60.14748844
-48.20757915,-60.14765272
-48.19990091,-60.14781693
-48.19222267,-60.14798107
-48.18454441,-60.14814513
-48.17686613,-60.14830911
-48.16918785,-60.14847301
-48.16150955,-60.14863684
-48.15383124,-60.14880059
-48.14615291,-60.14896427
-48.13847457,-60.14912787
-48.13079622,-60.14929139
-48.12311786,-60.14945484
-48.10174753,-60.14830085
-48.08037746,-60.14714623
-48.05900764,-60.145991
-48.03763808,-60.14483515
-48.01626877,-60.14367867
-47.99489972,-60.14252158
-47.97353093,-60.14136386
-47.95216239,-60.14020553
-47.93079411,-60.13904658
-47.90942609,-60.137887
-47.88805832,-60.13672681
-47.86669081,-60.13556599
-47.84532356,-60.13440455
-47.82395656,-60.1332425
-47.80258983,-60.13207982
-47.78122335,-60.13091652
-47.75985712,-60.1297526
-47.73849116,-60.12858806
-47.71712545,-60.1274229
-47.69576,-60.12625712
-47.67776098,-60.12732808
-47.65976177,-60.1283986
-47.64176235,-60.12946867
-47.62376273,-60.1305383
-47.60576292,-60.13160748
-47.5877629,-60.13267621
-47.56976269,-60.1337445
-47.55176227,-60.13481235
-47.53376166,-60.13587975
-47.51576085,-60.13694671
-47.49775984,-60.13801322
-47.47975863,-60.13907928
-47.46175722,-60.1401449
-47.44375561,-60.14121008
-47.42575381,-60.14227481
-47.4077518,-60.1433391
-47.3897496,-60.14440294
-47.3717472,-60.14546634
-47.3537446,-60.14652929
-47.3357418,-60.1475918
-47.30741462,-60.15798558
-47.27908438,-60.16837561
-47.25075109,-60.17876188
-47.22241475,-60.1891444
-47.19407535,-60.19952317
-47.1657329,-60.20989818
-47.1373874,-60.22026944
-47.10903884,-60.23063695
-47.08068723,-60.24100071
-47.05233257,-60.25136072
-47.02397485,-60.26171699
-46.99561408,-60.2720695
-46.96725026,-60.28241828
-46.93888337,-60.2927633
-46.91051344,-60.30310458
-46.88214045,-60.31344212
-46.8537644,-60.32377591
-46.8253853,-60.33410597
-46.79700314,-60.34443228
-46.76861793,-60.35475485
-46.63056534,-60.38345186
-46.49247142,-60.41210361
-46.35433617,-60.44071014
-46.21615963,-60.46927152
-46.0779418,-60.49778778
-45.9396827,-60.52625898
-45.80138235,-60.55468515
-45.66304077,-60.58306635
-45.52465796,-60.61140262
-45.38623396,-60.63969402
-45.24776877,-60.66794058
-45.10926241,-60.69614236
-44.9707149,-60.7242994
-44.83212626,-60.75241175
-44.69349651,-60.78047946
-44.55482565,-60.80850257
-44.41611371,-60.83648113
-44.27736071,-60.86441519
-44.13856666,-60.8923048
-43.99973158,-60.92015
-43.94769501,-60.91218325
-43.89566285,-60.90421146
-43.84363509,-60.89623461
-43.79161173,-60.8882527
-43.73959278,-60.88026574
-43.68757823,-60.87227372
-43.63556809,-60.86427664
-43.58356236,-60.8562745
-43.53156104,-60.84826729
-43.47956413,-60.84025502
-43.42757163,-60.83223768
-43.37558355,-60.82421528
-43.32359988,-60.8161878
-43.27162063,-60.80815524
-43.2196458,-60.80011762
-43.16767538,-60.79207491
-43.11570939,-60.78402713
-43.06374782,-60.77597427
-43.01179067,-60.76791633
-42.95983795,-60.7598533
-42.95134524,-60.75885891
-42.94285263,-60.75786441
-42.9343601,-60.75686979
-42.92586766,-60.75587506
-42.91737531,-60.7548802
-42.90888305,-60.75388523
-42.90039088,-60.75289015
-42.8918988,-60.75189495
-42.88340681,-60.75089963
-42.87491491,-60.74990419
-42.86642309,-60.74890864
-42.85793137,-60.74791297
-42.84943973,-60.74691719
-42.84094819,-60.74592129
-42.83245673,-60.74492527
-42.82396537,-60.74392913
-42.81547409,-60.74293288
-42.8069829,-60.74193652
