-44.139	-60.892
-44	-60.92
-43.948	-60.912
-43.896	-60.904
-43.844	-60.896
-43.792	-60.888
-43.74	-60.88
-43.688	-60.872
-43.636	-60.864
-43.584	-60.856
-43.532	-60.848
-43.48	-60.84
-43.428	-60.832
-43.376	-60.824
-43.324	-60.816
-43.272	-60.808
-43.22	-60.8
-43.168	-60.792
-43.116	-60.784
-43.064	-60.776
-43.012	-60.768
-42.96	-60.76
-42.951	-60.759
-42.943	-60.758
-42.934	-60.757
-42.926	-60.756
-42.917	-60.755
-42.909	-60.754
-42.9	-60.753
-42.892	-60.752
-42.883	-60.751
-42.875	-60.75
-42.866	-60.749
-42.858	-60.748
-42.849	-60.747
-42.841	-60.746
-42.832	-60.745
-42.824	-60.744
-42.815	-60.743
-42.807	-60.742
-42.798	-60.741
-42.79	-60.74
-42.77	-60.737
-42.75	-60.734
-42.73	-60.731
-42.71	-60.728
-42.69	-60.725
-42.67	-60.722
-42.65	-60.719
-42.63	-60.716
-42.61	-60.713
-42.59	-60.71
-42.57	-60.707
-42.55	-60.704
-42.53	-60.701
-42.51	-60.698
-42.49	-60.695
-42.47	-60.692
-42.45	-60.689
-42.43	-60.686
-42.41	-60.683
-42.39	-60.68
-42.386	-60.679
-42.382	-60.678
-42.378	-60.677
-42.374	-60.676
-42.37	-60.675
-42.366	-60.674
-42.362	-60.673
-42.358	-60.672
-42.354	-60.671
-42.35	-60.67
-42.346	-60.669
-42.342	-60.668
-42.338	-60.667
-42.334	-60.666
-42.33	-60.665
-42.326	-60.664
-42.322	-60.663
-42.318	-60.662
-42.314	-60.661
-42.31	-60.66
-42.305	-60.66
-42.3	-60.659
-42.295	-60.659
-42.29	-60.658
-42.285	-60.658
-42.28	-60.657
-42.275	-60.657
-42.27	-60.656
-42.265	-60.656
-42.26	-60.655
-42.254	-60.655
-42.249	-60.654
-42.244	-60.654
-42.239	-60.653
-42.234	-60.652
-42.229	-60.652
-42.224	-60.651
-42.219	-60.651
-42.214	-60.65
-42.209	-60.65
-42.208	-60.65
-42.207	-60.65
-42.206	-60.65
-42.205	-60.65
-42.204	-60.65
-42.203	-60.65
-42.202	-60.65
-42.201	-60.65
-42.2	-60.65
-42.199	-60.65
-42.198	-60.65
-42.197	-60.65
-42.196	-60.65
-42.196	-60.65
-42.195	-60.65
-42.194	-60.65
-42.193	-60.65
-42.192	-60.65
-42.191	-60.65
-42.19	-60.65
-42.189	-60.649
-42.188	-60.649
-42.187	-60.648
-42.186	-60.648
-42.185	-60.647
-42.184	-60.647
-42.183	-60.646
-42.182	-60.646
-42.181	-60.645
-42.18	-60.645
-42.179	-60.644
-42.178	-60.644
-42.177	-60.643
-42.176	-60.643
-42.175	-60.642
-42.174	-60.642
-42.173	-60.642
-42.172	-60.641
-42.171	-60.641
-42.17	-60.64
-42.171	-60.641
-42.172	-60.641
-42.173	-60.642
-42.174	-60.642
-42.175	-60.643
-42.176	-60.643
-42.177	-60.644
-42.178	-60.644
-42.179	-60.645
-42.18	-60.645
-42.181	-60.646
-42.182	-60.646
-42.183	-60.647
-42.184	-60.647
-42.185	-60.648
-42.186	-60.648
-42.187	-60.649
-42.188	-60.649
-42.189	-60.65
-42.19	-60.65
-42.185	-60.649
-42.18	-60.648
-42.175	-60.647
-42.17	-60.646
-42.165	-60.645
-42.16	-60.644
-42.155	-60.643
-42.15	-60.642
-42.145	-60.641
-42.14	-60.64
-42.135	-60.639
-42.13	-60.638
-42.125	-60.637
-42.12	-60.636
-42.115	-60.635
-42.11	-60.634
-42.105	-60.633
-42.1	-60.632
-42.095	-60.631
-42.09	-60.63
-42.084	-60.629
-42.078	-60.628
-42.072	-60.627
-42.067	-60.626
-42.061	-60.625
-42.055	-60.624
-42.049	-60.623
-42.044	-60.622
-42.038	-60.621
-42.032	-60.62
-42.026	-60.619
-42.021	-60.618
-42.015	-60.617
-42.009	-60.616
-42.003	-60.615
-41.998	-60.614
-41.992	-60.613
-41.986	-60.612
-41.98	-60.611
-41.974	-60.61
-41.967	-60.609
-41.96	-60.608
-41.953	-60.607
-41.946	-60.606
-41.938	-60.605
-41.931	-60.604
-41.924	-60.603
-41.917	-60.602
-41.909	-60.601
-41.902	-60.6
-41.895	-60.599
-41.888	-60.598
-41.881	-60.597
-41.873	-60.596
-41.866	-60.595
-41.859	-60.594
-41.852	-60.593
-41.844	-60.592
-41.837	-60.591
-41.83	-60.59
-41.823	-60.589
-41.816	-60.588
-41.809	-60.587
